run,hour,wet_area_km2,volume_mil_m3,dz_median_m,dz_max_m,dV_dt_m3s,dV_dt_pct_inflow
levees,59,179.4022,537.8570201755524,0.0032501220703125,1.7962417602539062,692.4374341964937,8.832110130057318
levees,60,180.3422,540.3252294582367,0.003143310546875,1.2624893188476562,685.6136896345156,8.745072571868821
levees,61,181.4072,542.7794183994293,0.0030364990234375,1.88885498046875,681.719150331301,8.695397325654348
levees,62,182.53,545.2102959506989,0.00293731689453125,1.1791458129882812,675.2437642415367,8.612803115325724
levees,63,183.8389,547.6332542137146,0.00284576416015625,1.3638153076171875,673.0439619488177,8.584744412612471
levees,64,185.6626,550.0383284957886,0.0026702880859375,1.2460861206054688,668.0761894649992,8.521379967665805
levees,65,186.7288,552.4304927124024,0.002471923828125,1.1894989013671875,664.4900601704901,8.475638522582782
levees,66,187.8017,554.8009408973694,0.00226593017578125,1.3908157348632812,658.4578291575048,8.398696800478376
levees,67,189.1265,557.1679475952149,0.00208282470703125,1.1366119384765625,657.5018605126262,8.38650332286513
levees,68,190.2461,559.5158643581391,0.00186920166015625,1.6764488220214844,652.1991008122857,8.31886608178936
levees,69,191.2063,561.8493820465088,0.00173187255859375,1.337371826171875,648.1993578804829,8.26784895255718
levees,70,192.4129,564.1581809406281,0.00159454345703125,1.3375015258789062,641.3330261442399,8.180268190615305
levees,71,193.7389,566.4834182193756,0.001495361328125,1.5792770385742188,645.899244096534,8.238510766537424
levees,72,194.4483,568.7831234050751,0.001373291015625,1.2321090698242188,638.8069960276413,8.148048418719913
levees,73,195.3571,571.0822965167999,0.00127410888671875,1.1944503784179688,638.6591977013406,8.146163235986489
levees,74,196.2178,573.364909041214,0.001190185546875,1.2524032592773438,634.0590345594579,8.087487685707371
levees,75,197.766,575.6412575241089,0.0010986328125,1.181976318359375,632.3190230263739,8.065293661050688
levees,76,199.1804,577.9149168991089,0.00102996826171875,1.4238777160644531,631.5720486111015,8.055765926162008
levees,77,200.3193,580.1794542125701,0.0009613037109375,1.1505203247070312,629.0381426281202,8.023445696787247
levees,78,201.2522,582.4330557304382,0.00090789794921875,1.3232955932617188,626.0004216300292,7.984699255485067
levees,79,202.4306,584.6816726024628,0.00087738037109375,1.3237342834472656,624.615797784587,7.967038237048303
levees,80,203.3715,586.9255464378357,0.00083160400390625,1.3646888732910156,623.2982876035938,7.950233260249921
levees,81,204.2309,589.1595587306977,0.0008087158203125,1.1810760498046875,620.558970239434,7.915292987747883
levees,82,205.2205,591.3893403621673,0.0007781982421875,1.2161712646484375,619.3837865193549,7.900303399481567
levees,83,206.0902,593.6120924499512,0.000732421875,1.38677978515625,617.4311354955206,7.875397136422457
levees,84,206.8129,595.8238413387298,0.00067138671875,1.25677490234375,614.374691327397,7.836411879175982
levees,85,207.585,598.0318127628326,0.0006256103515625,1.1282501220703125,613.3253955841017,7.823028004899256
levees,86,208.3523,600.2356073699951,0.00058746337890625,1.2065658569335938,612.1651686562599,7.808229192044131
levees,87,209.2403,602.4339873550415,0.00055694580078125,1.1301345825195312,610.6611069573217,7.789044731598492
levees,88,210.3971,604.6004764202117,0.0005340576171875,1.1300582885742188,601.8025181028482,7.676052526822044
levees,89,211.9353,606.8204358810425,0.00051116943359375,1.3732757568359375,616.6554057863196,7.865502624825506
levees,90,212.8769,609.0090955745698,0.00048828125,1.2727813720703125,607.9610259797935,7.754604923211652
levees,91,213.6563,611.1893634788513,0.0004730224609375,1.2674102783203125,605.6299734115415,7.724872109841091
levees,92,214.5386,613.3631302318573,0.0004730224609375,1.6729202270507812,603.824098057228,7.701837985423826
levees,93,215.8479,615.5626225582123,0.00048065185546875,1.5032196044921875,610.9700906541585,7.792985850180593
levees,94,216.781,617.7430520008087,0.00049591064453125,2.1871109008789062,605.6748451656644,7.725444453643678
levees,95,217.5506,619.9191845745087,0.0005035400390625,1.304779052734375,604.4812704722189,7.710220286635444
levees,96,218.182,622.0904858531952,0.00051116943359375,1.3973922729492188,603.1392440795951,7.69310260305606
levees,97,218.9005,624.2604280570984,0.00052642822265625,1.6753654479980469,602.761723306426,7.68828728707176
levees,98,219.6119,626.4335751987458,0.00054931640625,1.1268844604492188,603.6519837909458,7.699642650394717
levees,99,220.1414,628.6003834079743,0.0005645751953125,1.1268768310546875,601.8911692301446,7.677183280996743
levees,100,220.6855,630.7601826251984,0.00058746337890625,1.2282867431640625,599.9442270066879,7.652349834268978
