run,hour,wet_area_km2,volume_mil_m3,dz_median_m,dz_max_m,dV_dt_m3s,dV_dt_pct_inflow
baseline,22,66.4222,259.42725321502684,0.03652191162109375,2.322906494140625,660.2902885013073,12.896294697291157
baseline,23,66.9434,261.5796320858002,0.0318145751953125,1.0398483276367188,597.8830196592671,11.677402727720061
baseline,24,67.6693,263.53845227661134,0.027435302734375,1.2455368041992188,544.1167196697608,10.627279681050014
baseline,25,68.0276,265.3182038581848,0.023040771484375,1.7213134765625,494.3754393259623,9.6557702993352
baseline,26,68.6316,266.96151840744017,0.02104949951171875,1.15777587890625,456.4762636820458,8.915552025039956
baseline,27,68.9651,268.4702548641205,0.01868438720703125,1.2325592041015625,419.09346018897514,8.18541914431592
baseline,28,69.6009,269.8491560348511,0.01674652099609375,1.0054435729980469,383.02810298072626,7.48101763634231
baseline,29,70.3109,271.13186850128176,0.01555633544921875,1.0770797729492188,356.30901845296296,6.959160516659432
baseline,30,70.9266,272.3113225418091,0.0143890380859375,1.0106277465820312,327.6261223687034,6.3989477025137385
baseline,31,71.5224,273.4022773647308,0.01328277587890625,1.0554733276367188,303.0430063671474,5.918808718108348
baseline,32,72.2288,274.4214598426819,0.01165008544921875,0.988616943359375,283.10624387529515,5.529418825689358
baseline,33,72.6952,275.35927364006045,0.01050567626953125,1.1545562744140625,260.50383260515747,5.087965480569482
baseline,34,73.1235,276.2235130619049,0.00939178466796875,1.4838638305664062,240.06650606790143,4.688798946638699
baseline,35,73.6621,277.02711547698976,0.008331298828125,1.0821380615234375,223.22289307912988,4.3598221304517555
baseline,36,74.1491,277.7707522880554,0.007537841796875,1.2000198364257812,206.56578085156713,4.03448790725717
baseline,37,74.5514,278.4645237575531,0.00688934326171875,1.0500946044921875,192.71429708268784,3.763951114896247
baseline,38,74.9554,279.1137505275726,0.00624847412109375,1.0736923217773438,180.3407694498718,3.5222806533178086
baseline,39,75.3271,279.71643041687014,0.00580596923828125,1.1452369689941406,167.41108036042203,3.269747663289493
baseline,40,75.6526,280.27588844718935,0.0053253173828125,0.9547500610351562,155.40500842200169,3.0352540707422206
baseline,41,75.9811,280.80260684547426,0.0045928955078125,1.185699462890625,146.3106661902537,2.8576301990283928
baseline,42,76.3012,281.3005714229584,0.00415802001953125,0.7783203125,138.32349374559448,2.701630737218642
baseline,43,76.5814,281.7654472114563,0.00370025634765625,1.2855072021484375,129.13216347164456,2.5221125678055576
baseline,44,76.8266,282.1988292175293,0.0032806396484375,1.0841293334960938,120.38389057582637,2.351247862809109
baseline,45,77.3337,282.6127681064606,0.0029754638671875,1.4346694946289062,114.98302470313446,2.2457622012330947
baseline,46,77.8653,283.0063669872284,0.00275421142578125,1.039764404296875,109.33302243549923,2.135410594443344
baseline,47,78.2635,283.38206073036196,0.00258636474609375,1.0613899230957031,104.3593730926615,2.0382690057160446
baseline,48,78.6053,283.74314777908324,0.0023651123046875,1.1533927917480469,100.3019579781355,1.9590226167604592
baseline,49,78.9064,284.0890237327576,0.0021514892578125,0.996490478515625,96.07665379843095,1.8764971445006045
baseline,50,79.1988,284.4216024066925,0.0019378662109375,0.9849472045898438,92.38296498191782,1.8043547848030825
baseline,51,79.4292,284.74350492973326,0.00177001953125,1.03253173828125,89.4173675113229,1.7464329592055252
baseline,52,79.6503,285.05507194366453,0.00160980224609375,0.9905853271484375,86.54639275868527,1.6903592335680717
baseline,53,79.7976,285.3528301029205,0.00148773193359375,0.9622306823730469,82.71059979332702,1.6154414022134183
baseline,54,79.9946,285.6421600166321,0.0013885498046875,1.5885391235351562,80.3694204754398,1.5697152436609334
baseline,55,80.1808,285.92083578071595,0.00128173828125,1.1632270812988281,77.40993446773814,1.5119127825730105
baseline,56,80.3727,286.18880302886964,0.0011749267578125,0.8205413818359375,74.43534670935985,1.4538153654171846
baseline,57,80.5309,286.44722830467225,0.00107574462890625,0.8849639892578125,71.78479883405784,1.402046852227692
baseline,58,80.6504,286.6946995918274,0.00093841552734375,0.9609260559082031,68.74202420975608,1.3426176603467985
baseline,59,80.7877,286.9233355213165,0.0008392333984375,0.9932327270507812,63.509980413651114,1.2404293049541233
baseline,60,81.7809,287.1694741344452,0.00077056884765625,1.0521087646484375,68.37183698018457,1.33538744101923
baseline,61,82.18,287.40026918678285,0.00069427490234375,1.0088119506835938,64.1097367604636,1.2521432961028047
baseline,62,82.5677,287.624496068573,0.0006256103515625,1.0510177612304688,62.28524494171476,1.2165086902678663
baseline,63,83.0129,287.8475022415161,0.00055694580078125,1.0169906616210938,61.94615915085757,1.2098859209151869
baseline,64,83.4517,288.06411183052063,0.00048065185546875,1.1024017333984375,60.1693302790333,1.175182232012369
baseline,65,83.8413,288.27518927650453,0.00042724609375,1.0937957763671875,58.63262388441765,1.1451684352425322
baseline,66,84.2383,288.48549287605283,0.00037384033203125,0.9549179077148438,58.41766654119359,1.1409700496326873
baseline,67,84.5385,288.68923102264404,0.00032806396484375,1.1785354614257812,56.593929608668404,1.1053501876693048
baseline,68,84.8791,288.8935034294128,0.00028228759765625,0.900146484375,56.74233521355,1.1082487346396486
baseline,69,85.2055,289.0936223182678,0.00025177001953125,0.6693878173828125,55.58858023750051,1.0857144577636817
baseline,70,85.4839,289.2908792182922,0.00022125244140625,0.9308547973632812,54.79358334011093,1.0701871746115417
baseline,71,85.6465,289.4883554023743,0.00019073486328125,1.4999008178710938,54.85449557835093,1.0713768667646666
baseline,72,85.8938,289.6874141052246,0.0001678466796875,0.8545379638671875,55.29408412508966,1.0799625805681574
baseline,73,85.9828,289.88302636528016,0.000152587890625,1.0736236572265625,54.336738904320704,1.0612644317250137
baseline,74,86.0222,290.07751855545047,0.00012969970703125,0.8724555969238281,54.02560838064119,1.0551876636843982
baseline,75,86.0548,290.269342647171,0.00011444091796875,1.282958984375,53.284469922374456,1.040712303171376
baseline,76,86.1323,290.46287700767516,9.918212890625e-05,1.5063438415527344,53.75954458448481,1.049991105165719
baseline,77,86.1587,290.65362505226136,9.1552734375e-05,1.1562652587890625,52.98556794061129,1.0348743738400643
baseline,78,86.1722,290.84430415306093,7.62939453125e-05,0.9257621765136719,52.96641688876965,1.0345003298587823
baseline,79,86.1946,291.0350501331329,6.866455078125e-05,1.2593879699707031,52.984994464443005,1.0348631731336524
baseline,80,86.2159,291.22410647010804,6.103515625e-05,1.0237503051757812,52.51564915975375,1.0256962726514405
baseline,81,86.2967,291.4121170742035,5.340576171875e-05,1.0135574340820312,52.22516780428855,1.020022808677511
baseline,82,86.3495,291.60219066848754,4.57763671875e-05,1.150421142578125,52.79822063446065,1.0312152467668094
baseline,83,86.3903,291.78831411476136,3.814697265625e-05,1.1776351928710938,51.7009572982848,1.009784322232125
baseline,84,86.4402,291.97022458992006,3.0517578125e-05,1.2345237731933594,50.530687544083875,0.9869274910953882
baseline,85,86.4797,292.15401091423035,3.0517578125e-05,1.0953369140625,51.05175675285839,0.9971046240792654
baseline,86,86.7626,292.3529920295715,2.288818359375e-05,1.2829704284667969,55.272532039209764,1.0795416413908157
baseline,87,86.8112,292.54085239868164,2.288818359375e-05,0.7575225830078125,52.18343586392393,1.0192077317172643
baseline,88,86.8353,292.7293614685059,2.288818359375e-05,1.2107772827148438,52.363630506735916,1.0227271583346857
baseline,89,86.8541,292.9173991973877,1.52587890625e-05,1.2511100769042969,52.23270246716538,1.0201699700618239
baseline,90,86.9235,293.1057172348022,1.52587890625e-05,0.7973747253417969,52.31056594848521,1.0216907411813518
baseline,91,86.9882,293.2952237247467,1.52587890625e-05,0.6623458862304688,52.64069165123588,1.028138508813201
baseline,92,87.0315,293.482964768219,1.52587890625e-05,1.1415977478027344,52.15028985342466,1.0185603486997004
baseline,93,87.0483,293.6711129375458,7.62939453125e-06,0.8279991149902344,52.26338036855004,1.0207691478232428
baseline,94,87.1025,293.856975655365,7.62939453125e-06,0.9681510925292969,51.628532727553036,1.0083697798350202
baseline,95,87.2976,294.05227082481383,7.62939453125e-06,0.6793670654296875,54.24865818023742,1.059544105082762
baseline,96,87.3165,294.2389483760834,7.62939453125e-06,0.9410591125488281,51.854875352653885,1.0127905342315213
baseline,97,87.3321,294.4259118942261,7.62939453125e-06,0.9610252380371094,51.93431059519564,1.014342003812415
baseline,98,87.3594,294.6093913711548,7.62939453125e-06,0.7716903686523438,50.966521369086124,0.9954398704899633
baseline,99,87.4728,294.79917791137694,7.62939453125e-06,0.9759445190429688,52.71848339504004,1.0296578788093758
baseline,100,87.5063,294.9866424144745,7.62939453125e-06,1.0151214599609375,52.07347308265121,1.0170600211455316
levees,0,0.0,0.0,,,,
levees,1,6.5984,18.534804095458984,,,5148.556693183051,100.55774791373146
levees,2,11.9522,36.96780240859985,0.7537040710449219,5.164466857910156,5120.277309205797,100.00541619542571
levees,3,16.2917,55.399057693481446,0.5292625427246094,4.718963623046875,5119.793134689332,99.99595966190101
levees,4,20.2419,73.83090456619263,0.581634521484375,4.04827880859375,5119.957464641995,99.99916923128896
levees,5,23.6912,92.26107016143798,0.5562782287597656,4.511627197265625,5119.49044312371,99.99004771725997
levees,6,27.9668,110.6931793121338,0.429840087890625,3.3005142211914062,5120.0303196377245,100.00059218042429
levees,7,32.5688,129.12291960220338,0.3529510498046875,3.2284469604492188,5119.372302797107,99.987740289006
levees,8,37.2476,147.5557676589966,0.2580718994140625,4.869598388671875,5120.235571331446,100.00460100256731
levees,9,42.0645,165.9878568538666,0.1883087158203125,3.0746536254882812,5120.024776352779,100.0004839131402
levees,10,46.4993,184.41876870040895,0.14145660400390625,3.3220138549804688,5119.697735150655,99.99409638966122
levees,11,50.2802,202.83996906471253,0.1436767578125,3.2936248779296875,5117.000101195441,99.94140822647346
levees,12,52.314,215.35836729507446,0.18053436279296875,3.126964569091797,3477.3328417672014,67.91665706576565
levees,13,53.7954,223.60584532814025,0.12027740478515625,2.2443618774414062,2290.9661202960524,44.74543203703227
levees,14,54.6046,229.97631171607972,0.1025543212890625,1.413299560546875,1769.5739966498536,34.56199212206745
levees,15,55.1467,235.1574841773987,0.101104736328125,1.4941558837890625,1439.2145725886014,28.10965962087112
levees,16,55.6078,239.4965277065277,0.08817672729492188,1.160491943359375,1205.289869202504,23.540817757861404
levees,17,55.9654,243.17660253181458,0.07621002197265625,1.3132705688476562,1022.2430070241334,19.965683730940103
levees,18,56.3316,246.3165514339447,0.0657806396484375,0.7001419067382812,872.2080283694803,17.03531305409141
levees,19,56.603,249.00169338760375,0.0582275390625,0.9906539916992188,745.8727649052893,14.56782743955643
levees,20,56.9008,251.30245039863587,0.04975128173828125,1.0777435302734375,639.099169731144,12.482405658811405
levees,21,57.1227,253.27992242965698,0.04166412353515625,2.083099365234375,549.2977863947522,10.728472390522503
levees,22,57.7313,254.9920475124359,0.034210205078125,0.979217529296875,475.5903007719237,9.288873061951634
levees,23,58.1619,256.4826319190979,0.02893829345703125,1.3146438598632812,414.0512240727803,8.08693797017149
levees,24,58.4753,257.77378461570737,0.024993896484375,1.3011016845703125,358.6535268359607,7.0049516960148575
levees,25,58.775,258.90259812316896,0.020843505859375,1.5520248413085938,313.55930762821845,6.124205227113642
levees,26,59.1136,259.9014079837799,0.01767730712890625,1.5338401794433594,277.44718350304095,5.418890302793768
levees,27,59.408,260.78100074310305,0.014739990234375,1.1097297668457031,244.33132203420706,4.7720961334806065
levees,28,59.8083,261.5656132663727,0.01245880126953125,1.3369293212890625,217.94792313045264,4.256795373641653
levees,29,60.3286,262.27346719398497,0.0105438232421875,0.9530143737792969,196.6260910034142,3.8403533399104335
levees,30,60.5428,262.9099914714813,0.00897216796875,1.1175765991210938,176.81229930453748,3.4533652207917473
levees,31,60.8731,263.4954292739868,0.0079345703125,1.5161209106445312,162.62161180708605,3.1762033556071496
levees,32,61.2216,264.03892066268924,0.00702667236328125,1.2526092529296875,150.9698301951169,2.9486294959983774
levees,33,61.3898,264.5290336742401,0.00643157958984375,0.92681884765625,136.14250320857636,2.659033265792507
levees,34,61.6013,264.9855079971313,0.0061187744140625,1.2884445190429688,126.79842302533632,2.4765316997136
levees,35,61.7036,265.39897390174866,0.00550079345703125,0.9672126770019531,114.85164017148324,2.243196097099282
levees,36,61.8497,265.77967217712404,0.00506591796875,1.1732749938964844,105.74952093760557,2.0654203308126085
levees,37,61.9473,266.1229516944885,0.004913330078125,0.9553184509277344,95.35542149012915,1.862410575979085
levees,38,61.9904,266.4353753311157,0.00431060791015625,0.6533012390136719,86.78434350755992,1.6950067091320298
levees,39,62.0397,266.7199480270386,0.00372314453125,0.8685722351074219,79.04797108968373,1.5439056853453852
levees,40,62.1336,266.97828059654233,0.00325775146484375,0.848876953125,71.75904708437504,1.4015438883667
levees,41,62.3535,267.2210299598694,0.00286102294921875,0.6048316955566406,67.43037870195836,1.3169995840226243
levees,42,62.4485,267.4455564605713,0.002685546875,1.0266342163085938,62.36847241720195,1.2181342268984756
levees,43,62.5665,267.6526815021515,0.00246429443359375,1.1745071411132812,57.534733772273384,1.1237252689897146
levees,44,62.6466,267.8452622047424,0.0022430419921875,1.0454177856445312,53.494639608591875,1.04481717985531
levees,45,62.7517,268.02165521202085,0.00208282470703125,0.9009246826171875,48.99805757733904,0.9569933120574031
levees,46,62.7963,268.18292721977235,0.0019378662109375,1.04669189453125,44.797779930974,0.874956639276836
levees,47,62.8683,268.33376391677854,0.00185394287109375,0.791717529296875,41.89908250171786,0.8183414551116769
levees,48,62.9157,268.47298340187075,0.001678466796875,0.9664421081542969,38.67207919228122,0.7553140467242425
levees,49,62.9306,268.5993822715759,0.00152587890625,1.082427978515625,35.11079714032108,0.6857577566468961
levees,50,62.9555,268.71937202186587,0.00140380859375,0.8528823852539062,33.33048619165564,0.6509860584307742
levees,51,62.9752,268.82940014533995,0.00128936767578125,0.919921875,30.563367631689033,0.5969407740564264
levees,52,62.9892,268.93161143569944,0.001190185546875,1.0958404541015625,28.39202509985878,0.5545317402316169
levees,53,63.0435,269.02813788719175,0.00109100341796875,1.3744163513183594,26.812903192308113,0.5236895154747678
levees,54,63.1445,269.11806749343873,0.00101470947265625,1.18218994140625,24.980446179717497,0.4878993394476073
levees,55,63.216,269.2033243282318,0.00095367431640625,1.1448326110839844,23.68245410919043,0.4625479318201256
levees,56,63.2738,269.27908023605346,0.00089263916015625,0.9585800170898438,21.04330772823459,0.4110021040670818
levees,57,63.3386,269.35052329826357,0.000823974609375,1.0338821411132812,19.845295058363238,0.387603419108657
levees,58,63.4188,269.41842567749023,0.00070953369140625,1.1359405517578125,18.86177200740728,0.3683939845196734
levees,59,63.5028,269.47983795776366,0.00067138671875,1.0125045776367188,17.058966742619457,0.3331829441917863
levees,60,63.5881,269.5380274650574,0.00058746337890625,1.2963905334472656,16.163752026032952,0.3156982817584561
levees,61,63.686,269.5932863697052,0.00051116943359375,1.5321769714355469,15.349695735504081,0.2997987448340641
levees,62,63.7515,269.6445719367981,0.00045013427734375,1.0037460327148438,14.245990859144008,0.27824200896765644
levees,63,63.876,269.692317660141,0.00040435791015625,1.06414794921875,13.262700928575239,0.25903712751123514
levees,64,63.9673,269.7394404853821,0.00035858154296875,0.9553031921386719,13.089673678084385,0.2556576890250856
levees,65,64.0237,269.7845614818573,0.0003204345703125,0.7290229797363281,12.53361013199752,0.24479707289057653
levees,66,64.0903,269.826356199646,0.00028228759765625,1.0346412658691406,11.609643830199602,0.22675085605858594
levees,67,64.1718,269.8675144836426,0.00025177001953125,0.9753875732421875,11.43285666572069,0.2232979817523572
levees,68,64.2731,269.90622430152894,0.00022125244140625,0.92303466796875,10.752727190650704,0.21001420294239656
levees,69,64.3699,269.94476243896486,0.0001983642578125,1.101837158203125,10.705038176644798,0.20908277688759372
levees,70,64.4277,269.98108857803345,0.0001678466796875,0.9996261596679688,10.090594185720015,0.19708191768984404
levees,71,64.4883,270.01542707862853,0.000152587890625,0.9502029418945312,9.53847238752322,0.18629828881881288
levees,72,64.54,270.0480681110382,0.00012969970703125,1.4804306030273438,9.066953447134868,0.1770889345143529
levees,73,64.6483,270.0813834201813,0.00011444091796875,1.0041618347167969,9.25425253973976,0.18074711991679218
levees,74,64.7305,270.11520462875365,9.918212890625e-05,1.3008499145507812,9.39478015898961,0.18349179998026582
levees,75,64.7758,270.14735220413206,8.392333984375e-05,1.0949478149414062,8.929882049560295,0.17441175878047452
levees,76,64.8359,270.17933244743347,7.62939453125e-05,0.7032585144042969,8.88340091705686,0.1735039241612668
levees,77,64.9119,270.2097320144653,6.866455078125e-05,1.1197967529296875,8.444324175513884,0.16492820655300555
levees,78,65.04,270.2398482646942,6.103515625e-05,1.2999649047851562,8.365625063583416,0.16339111452311358
levees,79,65.1545,270.2711391201019,5.340576171875e-05,0.9865837097167969,8.691904279913842,0.16976375546706723
levees,80,65.2311,270.3002891849518,4.57763671875e-05,0.8385047912597656,8.097240236079667,0.15814922336093098
levees,81,65.309,270.3319218673706,3.814697265625e-05,0.7511405944824219,8.786856227453022,0.17161828569244184
levees,82,65.3752,270.3605856422424,3.814697265625e-05,0.8077163696289062,7.962159686611711,0.155510931379135
levees,83,65.424,270.38854110832216,3.0517578125e-05,0.9967193603515625,7.765407244369903,0.15166811024159968
levees,84,65.5082,270.4183455841064,3.0517578125e-05,1.2949028015136719,8.279021051183438,0.16169962990592654
levees,85,65.6132,270.44637185783387,2.288818359375e-05,0.9361457824707031,7.785076035402325,0.15205226631645166
levees,86,65.6928,270.47504011268614,2.288818359375e-05,0.7568206787109375,7.963404125632678,0.15553523682876325
levees,87,65.7678,270.50300051345823,1.52587890625e-05,0.8120346069335938,7.76677799224659,0.1516948826610662
levees,88,65.8596,270.5327006565094,1.52587890625e-05,0.5934829711914062,8.250039736436873,0.1611335886022827
levees,89,65.9223,270.56170599479674,1.52587890625e-05,0.9672622680664062,8.057038413148298,0.1573640315068027
levees,90,65.9312,270.5899180530548,1.52587890625e-05,0.8328781127929688,7.836682849465938,0.1530602119036316
levees,91,65.9386,270.6177398872376,7.62939453125e-06,0.8188972473144531,7.728287272988786,0.15094311080056225
levees,92,65.9418,270.64766453323364,7.62939453125e-06,1.1455574035644531,8.312401665572603,0.1623515950307149
levees,93,65.9485,270.6761952236175,7.62939453125e-06,0.9546737670898438,7.925191773302408,0.15478890182231267
levees,94,65.9505,270.7045738056183,7.62939453125e-06,1.109405517578125,7.882939444654211,0.15396366102840256
levees,95,65.9518,270.7320398494721,7.62939453125e-06,1.004913330078125,7.629456626053373,0.14901282472760494
levees,96,65.9542,270.7605333618164,7.62939453125e-06,1.1929664611816406,7.914864540086658,0.15458719804856755
levees,97,65.9571,270.7897426792145,7.62939453125e-06,0.7075767517089844,8.113699277253595,0.15847068900885927
levees,98,65.9594,270.81692764625546,0.0,0.9711036682128906,7.551379733601809,0.14748788542191035
levees,99,65.997,270.84508942260743,0.0,1.0601692199707031,7.82271565332356,0.15278741510397578
levees,100,66.0376,270.873512569046,0.0,0.7053337097167969,7.895318455158279,0.15420543857731014
